,SE_NUMBER,TIME,BID_PRICE,PRICE,DATE,TITLE,CONTENT
222,1.0,08:35,55.25,56.25,27/08/2020,Giá vàng hôm nay ngày 27/8/2020: vàng tăng trở lại,"Giá vàng hôm nay lúc 10h30 ngày 27/8/2020 tăng trở lại với mức tăng từ 100.000 đến 350.000 đồng/lượng. Chênh lệch mua bán từ 600.000 đến 1.020.000 đồng/lượng.
Giá vàng trong nước


Giá vàng tại SJC mua vào ở mức 55.150.000/lượng, bán ra ở mức 56.170.000/lượng, tăng 200.000/lượng chiều mua và 150.000/lượng chiều bán. Chênh lệch mua vào bán ra là 1.020.000/lượng
Giá vàng tại BTMC tăng 180.000/lượng chiều mua lên mức 55.350.000/lượng và tăng 250.000/lượng chiều bán lên mức 56.080.000/lượng. Giá chênh mua bán là 730.000/lượng
Tại PNJ, giá vàng mua vào bán ra lần lượt là 55.300.000 và 56.100.000/lượng, tăng 350.000/lượng chiều mua và 300.000/lượng chiều bán. Mức chênh mua bán là 800.000/lượng
Giá vàng tại Phú Quý niêm yêt ở mức 55.300.000/lượng mua vào và 56.000.000/lượng bán ra, tăng 150.000/lượng cả 2 chiều. Giá chênh mua bán là 700.000/lượng
Tập đoàn DOJI mua vào ở mức 55.350.000/lượng, bán ra ở mức 55.950.000/lượng, tăng 300.000/lượng chiều mua và 200.000/lượng chiều bán. Chênh lệch mua bán là 600.000/lượng

Giá vàng thế giới


Giá vàng thế giới giao ngay ở mức 1942.60 USD/oz, giảm 12.03 USD/oz, tương đương 0.62%
Giá vàng thế giới tương lai giao dịch quanh mức 1949.1 USD/oz, giảm 3.4 USD/oz, tương đương 0.17%

Sự ổn định của đồng USD đang ảnh hưởng lên giá vàng thế giới. Theo các chuyên gia, xu hướng giá vàng tăng có thể quay trở lại khi đồng USD suy yếu khiến nhu cầu tích trữ vàng tăng lên.
Tuy nhiên, xu hướng của vàng vẫn tăng khi nhà đầu tư tìm kiếm một tài sản an toàn giúp chống lại nguy cơ lạm phát còn tiềm ẩn và tiền tệ suy giảm do kích thích của ngân hàng trung ương và lãi suất toàn cầu gần bằng 0."
223,1.0,09:10,55.25,56.2,28/08/2020,Giá vàng hôm nay ngày 28/8/2020: giảm nhẹ,"Giá vàng hôm nay lúc 9h30 ngày 28/8/2020 xu hướng chung giảm nhẹ với mức giảm từ 50.000 đến 250.000 đồng/lượng. Chênh lệch mua bán từ 550.000 đến 970.000 đồng/lượng.
Giá vàng trong nước


Giá vàng tại SJC tăng 50.000/lượng chiều mua lên mức 55.350.000/lượng, chiều bán vẫn giữ nguyên ở mức 56.320.000/lượng. Chênh lệch giá mua bán là 970.000/lượng
Tại BTMC giá vàng được điều chỉnh giảm 150.000/lượng chiều mua về mức 55.400.000/lượng, chiều bán giảm 250.000/lượng về mức 55.950.000/lượng. Giá chênh mua bán là 550.000/lượng
Giá vàng tại PNJ chưa có sự thay đổi so với hôm qua, hiện đang giao dịch ở mức 55.500.000 - 56.200.000/lương (mua vào - bán ra). Chênh lệch mua bán là 700.000/lượng
Tại Phú Quý, giá vàng mua vào ở mức 55.450.000/lượng (giảm 50.000/lượng), bán ra ở mức 56.150.000/lượng (giảm 100.000/lượng). Chênh lệch mua bán là 700.000/lượng
Tập đoàn DOJI mua vào ở mức 55.450.000/lượng, bán ra ở mức 56.050.000/lượng, giảm 50.000/lượng chiều mua và 150.000/lượng chiều bán. Giá chênh mua bán 600.000/lượng

Giá vàng thế giới


Giá vàng thế giới giao ngay ở mức 1932.98 USD/oz, tăng 3.78 USD/oz tương đương 0.2%
Giá vàng thế giới tương lai giao dịch quanh mức 1939.9 USD/oz, tăng 3.7 USD/oz, tương đương 0.19%

Trong phiên giao dịch đêm hôm qua 27/8, giá vàng thế giới giảm mạnh do các nhà đầu tư chốt lời sau bài phát biểu của Jerome Powell Chủ tịch Fed: ""Fed đã thay đổi chính sách và sẽ tăng lạm phát để nền kinh tế Mỹ tạo thêm việc làm mới cho người lao động"". Ông này cũng nhấn mạnh sự thay đổi này có nghĩa lạm phát của Mỹ có thể tăng lên hơn mục tiêu 2% vào một thời điểm nào đó trước khi Fed sẽ có hành động bằng cách tăng lãi suất"
224,1.0,08:35,55.8,56.9,29/08/2020,Giá vàng hôm nay ngày 29/8/2020: vàng đảo chiều tăng trở lại,"Giá vàng hôm nay lúc 10h55 ngày 29/8/2020 tăng từ 10.000 đến 150.000 đồng/lượng. Biên độ chênh lệch mua bán giao động từ 640.000 đến 1.120.000 đồng/lượng.
Giá vàng trong nước


Giá vàng tại SJC không đổi chiều mua ở mức 55.800.000/lượng trong khi chiều bán tăng 150.000/lượng lên mức 56.920.000/lượng. Chênh lệch mua bán là 1.120.000/lượng
Giá vàng tại BTMC mua vào bán ra lần lượt là 55.960.000 và 56.600.000/lượng, tăng 10.000/lượng chiều mua và 100.000/lượng chiều bán. Giá chênh mua bán là 640.000/lượng
Tập đoàn PNJ mua vào ở mức 55.700.000/lượng và bán ra ở mức 56.700.000/lượng, tăng 100.000/lượng cả 2 chiều. Chênh lệch mua vào bán ra là 1.000.000/lượng
Giá vàng tại Phú Quý giao dịch quanh mức 55.900.000/lượng mua vào (không đổi so với hôm qua), 56.750.000/lượng bán ra (tăng 150.000/lượng). Chênh lệch mua bán là 850.000/lượng
Giá vàng tại DOJI tăng 200.000/lượng chiều mua lên mức 55.800.000/lượng, chiều bán tăng 100.000/lượng lên mức 56.600.000/lượng. Chênh lệch mua bán là 800.000/lượng

Giá vàng thế giới


Giá vàng thế giới giao ngay ở mức 1964.5 USD/oz, tăng 35.5 USD/oz, tương đương 1.83%
Giá vàng thế giới tương lai giao dịch ở mức 1974.9 USD/oz, tăng 38.7 USD/oz, tương đương 2%

Giá vàng thế giới tăng sau cuộc họp của Fed hôm 27/8 khi Chủ tịch Fed - Jerome Powell tuyên bố Cục dự trữ liên bang (Fed) sẵn sàng giữ chính sách tiền tệ nới lỏng thêm nữa để mang lại công ăn việc làm cho tất cả người dân Mỹ, mở ra một giai đoạn lãi suất thấp kéo dài.
Theo khảo sát của Kitco, đa số giới chuyên gia và nhà đầu tư kỳ vọng giá vàng tăng trong tuần tới
Cụ thể, trong số 15 chuyên gia Wall Street tham gia khảo sát, có tới 12 chuyên gia (80%) dự đoán giá vàng tăng và 3 chuyên gia (20%) dự đoán giá vàng đi ngang, không ai dự đoán giá vàng giảm
Trong số 2.375 phiếu trên Main Street, có tới 1.356 phiếu (57%) dự báo giá vàng tăng, 24% dự báo giảm và 19% dự báo đi ngang."
225,,,,,30/08/2020,Giá vàng hôm nay ngày 30/8/2020: giá vàng lặng sóng phiên cuối tuần,"Giá vàng hôm nay lúc 9h09 ngày 30/8/2020 chưa có thay đổi so với hôm qua. Biên độ chênh lệch mua bán từ 690.000 đến 1.120.000 đồng/lượng. 
Giá vàng trong nước


Giá vàng tại SJC đang niêm yết ở mức 55.800.000/lượng mua vào và 56.920.000/lượng bán ra. Chênh lệch mua bán là 1.120.000/lượng
Giá vàng tại BTMC mua vào bán ra lần lượt là 56.050.000 và 56.740.000/lượng. Giá chênh mua bán là 690.000/lượng
Tại PNJ, giá vàng mua vào ở mức 55.700.000/lượng, bán ra ở mức 56.700.000/lượng. Chênh lệch mua bán là 1.000.000/lượng
Tập đoàn Phú Quý mua vào 55.900.000/lượng, bán ra 56.750.000/lượng. Biên độ chênh lệch mua bán là 850.000/lượng
Tại DOJI, giá vàng niêm yết ở mức 55.800.000 - 56.800.000/lượng (mua vào - bán ra). Giá chênh mua bán 1.000.000/lượng

Giá vàng thế giới


Giá vàng thế giới giao ngay ở mức 1964.5 USD/oz, tăng 35.5 USD/oz, tương đương 1.83%
Giá vàng thế giới tương lai giao dịch ở mức 1974.9 USD/oz, tăng 38.7 USD/oz, tương đương 2%

Giá vàng thế giới tiếp tục tăng sau bài phát biểu của người đứng đầu của Fed về việc Mỹ sẽ tiếp tục duy trì chính sách tiền tệ nới lỏng thêm một thời gian và duy trì mức lạm phát trung bình 2%.
Về khảo sát dự đoán giá vàng tuần tới trên Kitco, 80% cho rằng giá vàng sẽ tăng, 20% giữ quan điểm trung lập. Trên Main Street, 57% dự đoán giá vàng sẽ tăng, trong khi 24% dự đoán giá vàng sẽ giảm, 19% nhận định giá vàng đi ngang."
226,1.0,08:40,56.0,56.95,31/08/2020,Giá vàng hôm nay ngày 31/8/2020: tăng lên 57 triệu trong phiên đầu tuần,"Giá vàng hôm nay lúc 08h56 ngày 31/8/2020 lên mức 57 triệu với mức tăng từ 150.000 đến 450.000 đồng/lượng. Biên độ chênh lệch giá vàng mua vào bán ra từ 600.000 đến 970.000 đồng/lượng.
Giá vàng trong nước


Giá vàng tại SJC tăng 300.000/lượng lên mức 56.100.000/lượng chiều mua, trong khi đó chiều bán tăng 150.000/lượng lên mức 57.070.000/lượng. Giá chênh mua bán là 970.000/lượng
Giá vàng tại Bảo Tín Minh Châu mua vào ở mức 56.050.000/lượng, bán ra ở mức 56.740.000/lượng, không thay đổi so với hôm qua. Mức chênh lệch mua vào bán ra là 690.000/lượng
Tại PNJ, giá vàng mua vào bán ra lần lượt là 56.150.000 và 57.000.000/lượng, tăng 450.000/lượng chiều mua và 300.000/lượng chiều bán. Chênh lệch mua bán là 850.000/lượng
Tập đoàn Phú Quý giao dịch vàng quanh mức 56.200.000 mua vào (tăng 300.000/lượng) và 56.900.000/lượng bán ra (tăng 150.000/lượng). Biên độ chênh lệch mua bán là 700.000/lượng
Tại DOJI, giá vàng mua vào ở mức 56.200.000/lượng, bán ra ở mức 56.800.000/lượng, tăng 200.000/lượng chiều mua và không đổi chiều bán. Giá chênh mua vào bán ra ở mức 600.000/lượng

Giá vàng thế giới


Giá vàng thế giới giao ngay giao dịch quanh mức 1971.48 USD/oz, tăng 6.98 USD/oz, tương đương 0.36%
Giá vàng thế giới tương lai giao dịch ở mức 1979.1 USD/oz, tăng 4.2 USD/oz, tương đương 0.21%

Trong bài phát biểu gần đây của Jerome Powell Chủ tịch Fed, Fed sẵn sàng cho phép lạm phát tăng nóng hơn bình thường, vượt trên ngưỡng mục tiêu 2% trong một thời gian, nhằm hỗ trợ thị trường lao động và nền kinh tế Mỹ. Theo đó, Fed sẽ giữ chính sách tiền tệ lỏng trong một thời gian nữa.
Môi trường lãi suất cực thấp, chính sách tiền tệ siêu lỏng, nguy cơ lạm phát cao và đồng USD suy yếu đang là các yếu tố thúc đẩy giá vàng tiếp tục tăng."
227,1.0,09:00,56.55,57.5,01/09/2020,Giá vàng hôm nay ngày 1/9/2020: tiếp tục tăng,"Giá vàng hôm nay lúc 9h21 ngày 1/9/2020 tăng từ 50.000 đến 300.000 đồng/lượng. Chênh lệch mua vào bán ra giao động từ 650.000 đến 970.000 đồng/lượng.
Giá vàng trong nước


Giá vàng tại SJC tăng 250.000/lượng cả 2 chiều lên mức 56.700.000/lượng mua vào và 57.670.000/lượng bán ra. Giá chênh mua bán là 970.000/lượng
Giá vàng tại hệ thống Bảo Tín Minh Châu mua vào ở mức 56.700.000/lượng, bán ra ở mức 57.350.000/lượng, tăng 180.000/lượng chiều mua và 270.000/lượng chiều bán. Biên độ chênh lệch mua bán là 650.000/lượng
Giá vàng tại PNJ mua vào bán ra lần lượt là 56.500.000 - 57.400.000/lượng, tăng 50.000/lượng chiều mua và 200.000/lượng chiều bán. Giá chênh mua bán là 800.000/lượng
Công ty Phú Quý mua vào ở mức 56.800.000/lượng (tăng 250.000/lượng), bán ra ở mức 57.500.000/lượng (tăng 300.000/lượng). Mức chênh mua bán là 700.000/lượng
Tập đoàn DOJI niêm yết giá vàng ở mức 56.700.000/lượng mua vào và 57.350.000/lượng bán ra, tăng 200.000/lượng chiều mua và 150.000/lượng chiều bán. Giá chênh mua bán là 650.000/lượng

Giá vàng thế giới

 

Giá vàng thế giới giao ngay ở mức 1982.51 USD/oz, tăng 0.78%, tương đương 15.27 USD/oz
Giá vàng thế giới tương lai giao dịch quanh mức 1989.3 USD/oz, tăng 0.54%, tương đương 10.7 USD/oz

Vàng thế giới tăng mạnh trở lại do đồng USD sụt giảm và sức cầu bắt đáy đối với mặt hàng kim loại quý này tăng nhanh.
Theo các nhà phân tích, về dài hạn, triển vọng với vàng vẫn khá lạc quan khi tình hình lạm phát được tác động bởi những biện pháp kích thích kinh tế mà chính phủ các nước sử dụng để cứu trợ nền kinh tế, và trước nguy cơ làn sóng lây nhiễm Covid-19 tiếp tục kéo dài."
228,,,,,02/09/2020,,
229,1.0,08:55,56.05,57.0,03/09/2020,Giá vàng hôm nay ngày 3/9/2020: giảm nhẹ,"Giá vàng hôm nay lúc 8h34 ngày 3/9/2020 giảm từ 300.000 đến 600.000 đồng/lượng. Biên độ chênh lệch mua bán giao động từ 700.000 đến 1.000.000 đồng/lượng.
Giá vàng trong nước


Giá vàng tại SJC chưa thay đổi 2 chiều mua vào bán ra, hiện vẫn ở mức 56.750.000/lượng mua vào 57.720.000x/lượng bán ra. Mức chênh mua bán là 970.000/lượng
Giá vàng tại hệ thống Bảo Tín Minh Châu niêm yết ở mức 56.420.000/lượng mua vào, 57.200.000/lượng bán ra, không thay đổi cả 2 chiều. Giá chênh mua bán là 780.000/lượng
Tại hệ thống PNJ, giá vàng mua vào bán ra lần lượt là 56.300.000 và 57.300.000/lượng. không đổi cả 2 chiều. Giá chênh lệch mua vào bán ra là 1.000.000/lượng
Tập đoàn Phú Quý mua vào ở mức 56.000.000/lượng (giảm 400.000/lượng), bán ra ở mức 56.800.000/lượng (giảm 600.000/lượng). Chênh lệch mua bán là 800.000/lượng
Hệ thống DOJI giao dịch giá vàng quanh mức 56.000.000 - 56.700.000/lượng (mua vào - bán ra), giảm 300.000/lượng chiều mua và 500.000/lượng chiều bán. Giá chênh mua bán là 700.000/lượng

Giá vàng thế giới


Giá vàng thế giới giao ngay tăng 1.05 USD/oz (tương đương 0.05%) lên mức 1943.45 USD/oz
Giá vàng thế giới tương lai đang giao dịch ở mức 1949 USD/oz chưa điều chỉnh so với hôm trước

Theo ông Edward Meir, công ty môi giới đầu tư ED&F Man Capital Markets, yếu tố chính tác động lên giá vàng trong phiên này là sự mạnh lên của đồng USD."
230,1.0,13:20,55.85,56.8,04/09/2020,Giá vàng hôm nay ngày 4/9/2020: tăng nhẹ,"Giá vàng hôm nay ngày 4/9/2020 tăng nhẹ từ 50.000 đến 100.000 đồng/lượng. Biên độ chênh lệch giao động từ 600.000 đến 970.000 đồng/lượng.
Giá vàng trong nước


Giá vàng tại SJC không thay đổi so với hôm qua, hiện ở mức 55.850.000/mua vào và 56.820.000/lượng bán ra. Chênh lệch mua bán là 970.000/lượng
Tại hệ thống Bảo Tín Minh Châu, giá vàng không đổi chiều mua ở mức 56.050.000/lượng, chiều bán tăng 50.000/lượng lên mức 56.650.000/lượng. Giá chênh mua bán là 600.000/lượng
Giá vàng tại PNJ giữ nguyên so với hôm qua ở mức 56.000.000/lượng mua vào và 56.700.000/lượng bán ra. Chênh lệch mua bán là 700.000/lượng
Giá vàng Phú Quý mua vào ở mức 56.000.000/lượng, bán ra ở mức 56.700.000/lượng, không đổi chiều mua và tăng 50.000/lượng chiều bán. Chênh lệch mua bán là 700.000/lượng
Tập đoàn DOJI niêm yết giá vàng ở mức 55.900.000 - 56.700.000/lượng (mua vào - bán ra), không đổi chiều mua và tăng 100.000/lượng chiều bán. Giá chênh mua bán là 800.000/lượng

Giá vàng thế giới


Giá vàng thế giới giao ngay ở mức 1926 USD/oz, giảm 3.66 USD/oz, tương đương 0.19%
Giá vàng thế giới tương lai giao dịch ở mức 1928.5 USD/oz, giảm 9.3 USD/oz, tương đương 0.48%"
231,1.0,08:30,55.75,56.7,05/09/2020,,
232,,,,,06/09/2020,,
233,1.0,09:00,55.85,56.75,07/09/2020,,
234,1.0,08:35,55.7,56.5,08/09/2020,Giá vàng hôm nay ngày 8/9/2020: quay đầu giảm,"Giá vàng hôm nay giảm nhẹ từ 50.000 đến 150.000 đồng/lượng. Chênh lệch mua bán giao động từ 430.000 đến 820.000 đồng/lượng.
Giá vàng trong nước


Giá vàng tại SJC giảm 50.000/lượng chiều mua về mức 55.600.000/lượng, chiều bán giảm 100.000/lượng về mức 56.420.000/lượng. Giá chênh mua bán là 820.000/lượng
Giá vàng BTMC mua vào ở mức 55.820.000/lượng, bán ra ở mức 56.250.000/lượng, tăng 70.000/lượng chiều mua và giảm 100.000/lượng chiều bán. Chênh lệch mua bán là 430.000/lượng
Tập đoàn PNJ mua vào bán ra lần lượt là 55.800.000 và 56.300.000/lượng, giảm 100.000/lượng chiều mua và 150.000/lượng chiều bán. Giá chênh mua bán là 500.000/lượng
Tại Phú Quý, giá vàng đang được giao dịch ở mức 55.800.000/lượng mua vào (tăng 100.000/lượng), 56.300.000/lượng bán ra (giảm 100.000/lượng). Chênh lệch mua bán là 500.000/lượng
Tập đoàn DOJI mua vào ở mức 55.800.000/lượng, bán ra ở mức 56.250.000/lượng, giảm 100.000/lượng chiều mua và 250.000/lượng chiều bán. Giá chênh mua vào bán ra là 450.000/lượng

Giá vàng thế giới


Giá vàng thế giới giao ngay ở mức 1926.20 USD/oz, giảm 0.16%, tương đương 3.1 USD/oz
Giá vàng thế giới tương lai giao dịch ở mức 1932.3 USD/oz, giảm 2 USD/oz, tương đương 0.1%

Giá vàng thế giới giảm trong bối cảnh đồng USD tăng trở lại, mặc dù những bất ổn kinh tế khiến các nhà đầu tư chờ đợi những thay đổi từ các ngân hàng trung ương.
Theo các chuyên gia, trong ngắn hạn giá vàng thế giới sẽ còn những phiên giằng co, khi thị trường có những thông tin hỗ trợ và không hỗ trợ.
Cụ thể, trong khi kinh tế Mỹ và Trung Quốc có những tín hiệu khả quan thì những căng thẳng giữa 2 nền kinh tế lớn nhất thế giới này lại khiến các nhà đầu tư lo lắng."
235,1.0,08:40,55.6,56.4,09/09/2020,Giá vàng hôm nay ngày 9/9/2020: quay đầu tăng,"Giá vàng hôm nay ngày 9/9/2020 tăng từ 50.000 đến 200.000 đồng/lượng. Chênh lệch giá mua vào bán ra giao động từ 400.000 đến 770.000 đồng/lượng. 
Giá vàng trong nước


Giá vàng tại SJC tăng 50.000/lượng chiều mua lên 55.650.000/lượng, chiều bán vẫn giữ nguyên ở mức 56.420.000/lượng. Chênh lệch mua bán là 770.000/lượng
Giá vàng tại BTMC tăng 200.000/lượng chiều mua lên mức 55.750.000/lượng, tăng 100.000/lượng chiều bán lên mức 56.150.000/lượng. Giá chênh mua bán là 400.000/lượng
Tại PNJ, giá vàng mua vào bán ra lần lượt là 55.700.000 và 56.200.000/lượng, tăng 100.000/lượng chiều mua và không đổi chiều bán. Mức chênh mua bán là 500.000/lượng
Tập đoàn Phú Quý mua vào ở mức 55.700.000/lượng (tăng 200.000/lượng), bán ra ở mức 56.200.000/lượng (tăng 50.000/lượng). Biên độ chênh mua vào bán ra là 450.000/lượng
Tại DOJI, giá vàng niêm yết ở mức 55.700.000 - 56.150.000/lượng (mua vào - bán ra). Biên độ chênh lệch mua bán là 450.000/lượng.

Giá vàng thế giới


Giá vàng thế giới giao ngay ở mức 1926.33 USD/oz, giảm 0.23%, tương đương 4.54 USD/oz
Giá vàng thế giới tương lai giao dịch ở mức 1932.8 USD/oz, giảm 10.4 USD/oz, tương đương 0.54%

Giá vàng thế giới giảm  chủ yếu do đồng USD bất ngờ phục hồi liên tiếp trong những phiên gần đây và nhu cầu đối với kim loại quý này tạm thời chùng xuống.
Tâm lý trên thị trường hiện khá thận trọng với diễn biến của vàng, nhưng các nhà phân tích cho rằng, bất kỳ sự biến động giảm giá vàng nào diễn ra cũng nên được coi là cơ hội tốt để mua vào."
236,1.0,08:30,56.05,56.75,10/09/2020,"Giá vàng hôm nay ngày 10/9/2020: Sắc xanh bao trùm, vàng tiếp tục đà tăng","Giá vàng hôm nay lúc 9h11 ngày 10/9/2020 tăng từ 200.000 đến 450.000 đồng/lượng. Biên độ chênh lệch mua bán từ 400.000 đến 720.000 đồng/lượng.
Giá vàng trong nước


Giá vàng tại SJC mua vào ở mức 55.950.000/lượng (tăng 250.000/lượng), bán ra ở mức 56.670.000/lượng (tăng 200.000/lượng). Giá chênh mua bán là 720.000/lượng
Tại Bảo Tín Minh Châu, giá vàng mua vào bán ra lần lượt là 56.150.000 và 56.600.000/lượng, tăng 350.000/lượng chiều mua và 360.000/lượng chiều bán. Mức chênh mua bán là 450.000/lượng
Tại hệ thống PNJ, giá vàng niêm yết ở mức 56.150.000/lượng mua vào, 56.700.000/lượng bán ra, tăng 400.000/lượng chiều mua và 450.000/lượng chiều bán. Chênh lệch mua bán là 550.000/lượng
Tập đoàn Phú Quý giao dịch quanh mức 56.150.000/lượng mua vào (tăng 350.000/lượng) và 56.650.000/lượng bán ra (tăng 400.000/lượng). Mức chênh mua vào bán ra là 500.000/lượng
Tại DOJI, giá vàng tăng 400.000/lượng chiều mua lên mức 56.150.000/lượng, chiều bán tăng 300.000/lượng lên mức 56.550.000/lượng. Giá chênh mua bán là 400.000/lượng

Giá vàng thế giới


Giá vàng thế giới giao ngay ở mức 1944.81 USD/oz, giảm 1.44 USD/oz, tương đương 0.07%
Giá vàng thế giới tương lai giao dịch quanh mức 1953.1 USD/oz, giảm 1.8 USD/oz, tương đương 0.09%

Việc giá vàng thế giới biến động trong bối cảnh đồng USD suy yếu và tiến độ phát triển vắc-xin Covid-19 tại Mỹ bị ngưng trệ.
Theo Bob Haberkorn, chiến lược gia thị trường cấp cao của công ty RJO Futures: ""Thị trường đang chứng kiến sự suy yếu của chỉ số đồng bạc xanh, ngay sau khi Ngân hàng Trung ương châu Âu (ECB) đưa ra một bức tranh tài chính màu hồng. Điều này cũng thúc đẩy giá vàng tăng cao hơn"".
Đồng USD giảm 0,2% giá trị, sau khi tờ Bloomberg thông tin về báo cáo tăng trưởng và lạm phát của ECB sắp được công bố trong cuộc họp ngày 10/9 tới đây. Theo đó, các chỉ số dự báo lần này về cơ bản không thay đổi so với hồi tháng 6."
237,1.0,08:35,56.0,56.7,11/09/2020,Giá vàng hôm nay ngày 11/9/2020: vàng giảm nhẹ,"Giá vàng hôm nay ngày 11/9/2020 giảm nhẹ từ 50.000 đồng/lượng. Mức chênh lệch mua vào bán ra từ 370.000 đến 720.000 đồng/lượng. 
Giá vàng trong nước


Giá vàng tại tập đoàn VBĐQ Sài Gòn giảm 50.000/lượng cả 2 chiều về mức 56.000.000/lượng mua vào và 56.720.000/lượng bán ra. Chênh lệch mua bán là 720.000/lượng
Giá vàng tại hệ thống BTMC chưa có sự thay đổi so với hôm qua, hiện vẫn giao dịch ở mức 56.180.000 - 56.550.000/lượng (mua vào - bán ra). Giá chênh mua bán là 370.000/lượng
Tại PNJ, giá vàng chưa có sự điều chỉnh so với hôm qua ở mức 56.150.000/lượng chiều mua và 56.600.000/lượng chiều bán. Giá chênh mua vào bán ra là 550.000/lượng
Tập đoàn Phú Quý mua vào ở mức 56.150.000/lượng (không thay đổi so với hôm qua), bán ra ở mức 56.650.000/lượng (tăng 100.000/lượng). Giá chênh mua bán là 500.000/lượng
Giá vàng tại DOJI mua vào bán ra lần lượt là 56.120.000 và 56.550.000/lượng, tăng 20.000/lượng chiều mua và giảm 50.000/lượng chiều bán. Chênh lệch mua vào bán ra là 400.000/lượng

Giá vàng thế giới


Giá vàng thế giới giao ngay ở mức 1945.89 USD/oz, tăng 0.03%, tương đương 0.6 USD/oz
Giá vàng thế giới tương lai giao dịch ở mức 1954.5 USD/oz, giảm 0.4 USD/oz, tương đương 0.02%

Giá vàng thế giới tăng trong phiên giao dịch hôm 10/9 trong bối cảnh đồng USD yếu đi khi Ngân hàng Trung ương châu Âu (ECB) không thay đổi các chính sách đang áp dụng cho nền kinh tế trong cuộc họp cùng ngày. Ngoài ra, số đơn xin trợ cấp thất nghiệp của Mỹ vẫn duy trì ở mức cao làm giảm hy vọng về phục hồi kinh tế do ảnh hưởng của đại dịch COVID-19."
238,1.0,08:30,55.85,56.55,12/09/2020,,
239,,,,,13/09/2020,,
240,1.0,10:20,55.85,56.55,14/09/2020,Giá vàng hôm nay ngày 14/9/2020: đầu tuần tăng nhẹ,"Giá vàng hôm nay lúc 10h28 ngày 14/9/2020 tăng nhẹ từ 10.000 đến 50.000 đồng/lượng. Chênh lệch mua vào bán ra giao động từ 350.000 đến 720.000 đồng/lượng.
Giá vàng trong nước


Giá vàng tại SJC tăng 50.000/lượng cả 2 chiều lên mức 55.900.000/lượng mua vào và 56.620.000/lượng bán ra. Giá chênh mua bán là 720.000/lượng
Tại BTMC, giá vàng mua vào ở mức 56.170.000/lượng (tăng 10.000/lượng), bán ra ở mức 56.520.000/lượng (tăng 20.000/lượng). Chênh lệch mua bán là 350.000/lượng
Tập đoàn PNJ niêm yết giá vàng ở mức 56.150.000/lượng mua vào và 56.550.000/lượng bán ra, tăng 50.000/lượng chiều mua và không đổi chiều bán. Giá chênh mua bán là 400.000/lượng
Tại Phú Quý, giá vàng mua vào bán ra lần lượt là 56.170.000 và 56.550.000/lượng, tăng 50.000/lượng cả 2 chiều. Giá chênh mua bán là 380.000/lượng
Giá vàng tại DOJI mua vào ở mức 56.150.000/lượng, bán ra 56.520.000/lượng, không đổi chiều mua và giảm 30.000/lượng chiều bán. Chênh lệch mua bán là 370.000/lượng

Giá vàng thế giới


Giá vàng thế giới giao ngay ở mức 1950.28 USD/oz, tăng 10.88 USD/oz, tương đương 0.56%
Giá vàng thế giới tương lai giao dịch ở mức 1958.9 USD/oz, tăng 11 USD/oz, tương đương 0.56%

Theo kết quả khảo sát trên Kitco, 43% chuyên gia Phố Wall giữ quan điểm trung lập, 36% cho rằng vàng sẽ tăng giá và 21% cho rằng vàng sẽ giảm ở những phiên tiếp theo.
Đối với kết quả khảo sát trực tuyến trên thị trường, 68% nhà đầu tư vẫn dự đoán giá vàng sẽ tăng, trong khi 15% dự đoán giá vàng sẽ đi xuống và 17% cho rằng giá vàng đi ngang.
Theo Ông Phillip Streible, chuyên gia tại Blue Line Futures, vàng đang giao dịch ảm đạm nhưng thị trường sẽ sớm sôi động trở lại."
