BID_PRICE,CONTENT,DATE,PRICE,TIME,TITLE,labels
55.77,"Giá vàng hôm nay ngày 13/5/2021 giảm từ 20.000 đến 150.000 đồng/lượng. Biên độ chênh lệch mua vào bán ra từ 260.000 đến 400.000 đồng/lượng.
Giá vàng trong nước
[caption id=""attachment_8218"" align=""aligncenter"" width=""800""] Giá vàng hôm nay ngày 14/5/2021: vàng đồng loạt tăng trở lại[/caption]

Giá vàng SJC mua vào bán ra lần lượt là 55.770.000/lượng và 56.140.000/lượng, tăng 50.000/lượng cả 2 chiều. Mức chênh lệch mua bán 370.000/lượng
Tại Bảo Tín Minh Châu, giá vàng mua vào 55.780.000/lượng và bán ra 56.060.000/lượng. Giá chênh lệch mua bán là 280.000/lượng
Tại PNJ, giá vàng giao dịch ở 55.750.000/lượng mua vào và 56.150.000/lượng bán ra, tăng 50.000/lượng chiều mua và 100.000/lượng chiều bán. Mức chênh mua vào bán ra 400.000/lượng
Giá vàng tại Phú Quý giao dịch ở mức 55.800.000/lượng mua vào và 56.100.000/lượng bán ra, tăng 30.000/lượng cả 2 chiều mua. Mức chênh lệch mua vào bán ra là 300.000/lượng
Giá vàng tại DOJI mua vào bán ra lần lượt là 55.700.000/lượng và 56.100.000/lượng. Mức chênh lệch mua bán là 370.000/lượng.

Giá vàng thế giới




Giá vàng thế giới giao ngay ở mức 1823.80 USD/oz, giảm 0.13%, tương đương 2.32 USD
Giá vàng thế giới tương lai giao dịch ở mức 1823.6 USD/oz, giảm 0.4 USD/oz, tương đương 0.02%",14/05/2021,56.12,08:35,Giá vàng hôm nay ngày 14/5/2021: vàng đồng loạt tăng trở lại,increase
49.93,"Giá vàng ngày 8/7/2020 tiếp tục đạt kỷ lục mới với mức tăng từ 80.000 đến 230.000 đồng/lượng. Chênh lệch mua vào bán ra dao động từ 150.000 đến 420.000 đồng/lượng.
Giá vàng trong nước


Giá vàng tại SJC mua vào bán ra lần lượt là 49.850.000 và 50.270.000/lượng, tăng 150.000/lượng chiều mua và 100.000/lượng chiều bán. Chênh lệch mua bán là 420.000/lượng
Giá vàng tại Bảo Tín Minh Châu mua vào ở mức 49.980.000/lượng (tăng 200.000/lượng), bán ra ở mức 50.160.000/lượng (tăng 130.000/lượng). Mức chênh mua bán 150.000/lượng
Tại hệ thống PNJ, giá vàng tăng 230.000/lượng chiều mua lên mức 49.980.000/lượng và tăng 200.000/lượng chiều bán lên mức 50.280.000/lượng. Chênh lệch mua vào bán ra 300.000/lượng
Tại tập đoàn Phú Quý, giá vàng mua vào ở mức 50.000.000/lượng, bán ra 50.250.000/lượng, tăng 250.000/lượng chiều mua và 200.000/lượng chiều bán. Chênh lệch mua bán 220.000/lượng
Giá vàng DOJI giao dịch ở mức 49.980.000 - 50.130.000/lượng (mua vào - bán ra), tăng 180.000/lượng chiều mua và 80.000/lượng chiều bán. Chênh lệch mua bán 150.000/lượng

Giá vàng thế giới

Giá vàng thế giới giao dịch quanh mốc 1.795 USD/oz, tăng 9 USD/oz so với đầu giờ sáng qua.
Giá vàng thế giới tiếp tục giảm trong bối cảnh thị trường chứng khoán thế giới đi xuống trong phiên ngày hôm qua do sự lo ngại về các biện pháp phong toả mới khi số ca nhiễm Covid-19 vẫn tiếp tục tăng cùng những thông tin không mấy sáng sủa về nền kinh tế đã thúc đẩy nhu cầu đối với vàng.",08/07/2020,50.33,09:40,"Giá vàng ngày 8/7/2020: xô đổ mọi kỷ lục, vàng tiếp tục lập đỉnh",increase
56.8,"Giá vàng hôm nay ngày 26/7/2021 biến động từ giảm 100.000 đến 300.000 đồng/lượng. Biên độ chênh lệch mua vào bán ra từ 620.000 đến 1.300.000 đồng/lượng.
Giá vàng trong nước




Giá vàng SJC mua vào bán ra lần lượt là 56.800.000/lượng và 57.470.000/lượng. Mức chênh lệch mua bán 670.000/lượng
Tại Bảo Tín Minh Châu, giá vàng mua vào 56.900.000/lượng và bán ra 57.520.000/lượng. Giá chênh lệch mua bán là 620.000/lượng
Tại PNJ, giá vàng giao dịch ở 56.800.000/lượng mua vào và 57.450.000/lượng bán ra, giảm 150.000/lượng chiều mua và 250.000/lượng chiều bán. Mức chênh mua vào bán ra 650.000/lượng
Giá vàng tại Phú Quý giao dịch ở mức 56.800.000/lượng mua vào (giảm 200.000/lượng) và 57.600.000/lượng bán ra (giảm 100.000/lượng). Mức chênh lệch mua vào bán ra là 800.000/lượng
Giá vàng tại DOJI mua vào bán ra lần lượt là 56.500.000/lượng và 57.800.000/lượng, giảm 300.000/lượng chiều mua và tăng 250.000/lượng chiều bán. Mức chênh lệch mua bán là 1.300.000/lượng.

Giá vàng thế giới


Giá vàng thế giới giao ngay ở mức 1806.35 USD/oz, tăng 0.28%, tương đương 5.05 USD
Giá vàng thế giới tương lai giao dịch ở mức 1805.8 USD/oz, tăng 4.0 USD/oz, tương đương 0.22%

Giá vàng thế giới giảm trong phiên giao dịch cuối tuần trước và hoàn tất tuần giảm đầu tiên sau chuỗi 4 tuần tăng trước đó.
Chỉ số đồng USD - thước đo sức mạnh của “đồng bạc xanh” so với rổ các đồng tiền chủ chốt khác - đã chạm mức cao nhất trong hơn ba tháng, khiến vàng trở nên đắt đỏ hơn đối với người mua nắm giữ các đồng tiền khác.
Tâm lý ham thích rủi ro của các nhà đầu tư đang tăng lên, khiến những tài sản “vịnh tránh bão” như vàng và USD suy yếu trong khi giá cổ phiếu trên thị trường chứng khoán Mỹ đã phục hồi mạnh hai liên liên tiếp.
Tuần này, ngoài cuộc họp của Cục Dự trữ Liên bang Mỹ (Fed), tâm điểm chú ý của giới đầu tư trong tuần tới còn là báo cáo tăng trưởng kinh tế Mỹ quý 2/2021. Tổng sản phẩm trong nước (GDP) của nền kinh tế lớn nhất thế giới được giới phân tích dự báo tăng 8,6%.",26/07/2021,57.45,08:25,Giá vàng hôm nay ngày 26/7/2021: vàng quay đầu giảm,decrease
66.6,"Thị trường đang chờ đợi báo cáo việc làm trong tháng 7 để có thêm manh mối rõ ràng hơn về lộ trình chính sách tiền tệ tiếp theo của Fed.
Thời điểm 8h45 sáng nay ngày 3/8 theo giờ Việt Nam, giá vàng thế giới đứng ở mức 1.938 USD/ounce, giảm 11 USD/ounce so với cùng giờ sáng qua. 
Giá quý kim tiếp tục giảm sâu sau khi dữ liệu việc làm mới được công bố cho thấy sức khỏe thị trường việc làm vẫn tốt, ủng hộ kỳ vọng Cục Dự trữ Liên bang Mỹ (Fed) sẽ tiếp tục tăng lãi suất nhiều hơn nữa. Cụ thể, đã có 324.000 việc làm được tạo ra trong tháng trước. Dữ liệu đánh bại đáng kể kỳ vọng của các nhà kinh tế rằng sẽ có khoảng 191.000 được tạo ra.
Hiện tại, thị trường đang chờ đợi báo cáo việc làm trong tháng 7 để có thêm manh mối rõ ràng hơn về lộ trình chính sách tiền tệ tiếp theo của Fed. Con số bảng lương phi nông nghiệp dự kiến sẽ tăng lên 200.000 việc làm, so với mức tăng 209.000 trong báo cáo tháng 6.
Thị trường vàng đang phải đối mặt với một loại những “cơn gió ngược” khi lạm phát dai dẳng, thị trường lao động ""khỏe mạnh"" và hoạt động kinh tế mạnh mẽ hỗ trợ các chính sách tiền tệ tích cực của Fed. Mặc dù vậy, TD Securities, một ngân hàng đầu tư của Canada vẫn tin rằng có nhiều yếu tố hỗ trợ giá vàng tăng kỉ lục vào cuối năm.
Trong báo cáo về vàng mới nhất của mình, Bart Melek, người đứng đầu bộ phận chiến lược hàng hóa tại TD Securities, cho biết, ông trông đợi vàng sẽ đẩy lên 2.100 USD/ounce, mức cao nhất mọi thời đại mới vào cuối năm nay.
Triển vọng tăng giá của TD Securities đối với vàng xuất hiện khi Fed nói rằng, các quyết định chính sách tiền tệ của họ vào tháng 9 sẽ phụ thuộc vào dữ liệu sắp tới. Các thị trường kỳ vọng rằng Ngân hàng Trung ương Mỹ sẽ giữ nguyên lãi suất trong 2 tháng tới và chỉ có 60% cơ hội tăng lãi suất thêm một lần nữa trong năm nay.


Ở thị trường trong nước, mở cửa phiên giao dịch sáng nay, Công ty Vàng bạc đá quý Sài Gòn niêm yết giá vàng SJC mua vào bán ra ở mức 66,6 - 67,22 triệu đồng/lượng, chưa đổi so với chốt phiên hôm qua.
Vàng Doji HN niêm yết giá vàng ở mức 66,55 - 67,3 triệu đồng/lượng, chưa đổi so với chốt phiên gần nhất. 
Vàng PNJ niêm yết giá vàng SJC ở mức 66,7 - 67,2 triệu đồng/lượng, giữ nguyên so với chốt phiên liền trước. 

Trong bối cảnh thiếu các thông tin thúc đẩy thị trường, việc phục hồi mạnh của đồng USD đã tác động tiêu cực lên giá vàng.",03/08/2023,67.2,08:30,"Giá vàng hôm nay 3/8: Giảm sâu, chuyên gia kỳ vọng vàng đạt mức cao kỷ lục mới",decrease
66.45,"Theo giới đầu tư, giá vàng hôm nay quay đầu tăng mạnh nhờ đồng USD suy giảm sức mạnh, lãi suất trái phiếu Mỹ đi xuống, chứng khoán quốc tế biến động trái chiều.
Lúc 8h30 sáng nay (25/4, theo giờ Việt Nam), giá vàng thế giới giao dịch ở mức 1.994,94 USD/ounce. So với cùng thời điểm ngày hôm qua, giá kim loại quý bật tăng mạnh 14 USD/ounce.
Quy theo giá USD ngân hàng, chưa tính thuế và phí, giá vàng thế giới giao ngay có giá 56,60 triệu đồng/lượng, thấp hơn khoảng 9,8 triệu đồng/lượng so với giá vàng SJC trong nước.
Trong khi đó, giá vàng thế giới giao tháng 8/2023 ghi nhận trên sàn Comex thuộc New York Mercantile Exchanghe ở mức 2.022 USD/ounce, tăng 3,4 USD trong phiên và tăng 9 USD so với cùng thời điểm ngày 24/4.
Đêm qua, có lúc giá vàng lùi xuống mức 1.975 USD/ounce nhưng sau đó đã tăng trở lại. Theo giới đầu tư, giá vàng hôm nay quay đầu tăng mạnh nhờ đồng USD suy giảm sức mạnh, lãi suất trái phiếu Mỹ đi xuống, chứng khoán quốc tế biến động trái chiều. Theo đó, các số chứng khoán tại châu Âu đỏ sàn. Còn các chỉ số tại Phố Wall tăng điểm không đáng kể. Từ đó, không ít nhà đầu tư cổ phiếu đã dịch chuyển vốn vốn vào kim loại quý để tìm cơ hội sinh lời. 
Dù tăng giá nhưng kim loại quý chưa thể lấy lại mốc 2.000 USD/ounce vì thị trường đang đánh giá khả năng lớn Cục Dự trữ liên bang Mỹ (Fed) sẽ tăng lãi suất vào tuần sau. Tuần này, các thị trường sẽ tập trung vào dữ liệu kinh tế quan trọng, bao gồm GDP quý 1 của Mỹ và Chỉ số giá PCE.


Ở thị trường trong nước, mở cửa phiên giao dịch sáng nay, Công ty Vàng bạc đá quý Sài Gòn niêm yết giá vàng SJC mua vào bán ra ở mức 66,45 - 67,05 triệu đồng/lượng, giảm nhẹ chiều bán ra vào so với chốt phiên hôm qua.
Vàng Doji TP.HCM niêm yết giá vàng ở mức 66,45 - 67,0 triệu đồng/lượng, tăng nhẹ 50.000 đồng/lượng so với phiên giao dịch sáng qua.
Phú Quý SJC niêm yết giá vàng ở mức 66,45 - 67,05 triệu đồng/lượng, giữ nguyên so với chốt phiên hôm qua.

Nhiều bạn trẻ rơi vào tình trạng chưa hết tháng đã hết tiền, lương vừa mới nhận đã hết sạch trong ít ngày. Song theo các chuyên gia tài chính, nếu mỗi ngày tiết kiệm 100.000đ,...",25/04/2023,67.05,10:25,Giá vàng hôm nay 25/4: Bật tăng mạnh trở lại,increase
56.4,"Giá vàng hôm nay ngày 17/6/2021 giảm từ 150.000 đến 450.000 đồng/lượng. Biên độ chênh lệch mua vào bán ra từ 400.000 đến 620.000 đồng/lượng.
Giá vàng trong nước




Giá vàng SJC mua vào bán ra lần lượt là 56.400.000/lượng và 57.020.000/lượng, giảm 250.000/lượng cả 2 chiều. Mức chênh lệch mua bán 620.000/lượng
Tại Bảo Tín Minh Châu, giá vàng mua vào 56.760.000/lượng và bán ra 57.160.000/lượng. Giá chênh lệch mua bán là 400.000/lượng
Tại PNJ, giá vàng giao dịch ở 56.350.000/lượng mua vào và 56.950.000/lượng bán ra, giảm 300.000/lượng cả 2 chiều. Mức chênh mua vào bán ra 600.000/lượng
Giá vàng tại Phú Quý giao dịch ở mức 56.300.000/lượng mua vào và 56.900.000/lượng bán ra, giảm 450.000/lượng chiều mua và 270.000/lượng chiều bán. Mức chênh lệch mua vào bán ra là 520.000/lượng
Giá vàng tại DOJI mua vào bán ra lần lượt là 56.450.000/lượng và 57.000.000/lượng, giảm 200.000/lượng chiều mua và 150.000/lượng chiều bán. Mức chênh lệch mua bán là 550.000/lượng.

Giá vàng thế giới


Giá vàng thế giới giao ngay ở mức 1819.66 USD/oz, tăng 0.44%, tương đương 8.06 USD
Giá vàng thế giới tương lai giao dịch ở mức 1820.7 USD/oz, giảm 40.7 USD/oz, tương đương 2.19%

Giá vàng hôm nay giảm mạnh trong khi thị trường trường chờ đợi kết quả cuộc họp của Ủy ban Thị trường Mở Liên bang (FOMC) sắp được công bố. Một số dự báo cho rằng, vàng có thể theo xu hướng giảm xuống thấp hơn nữa.
Vàng giảm chủ yếu do đồng USD tiếp tục nhích giá đi lên  trong bối cảnh giới đầu tư đánh cược khả năng Cục dự trữ liên bang Mỹ (Fed) sẽ phải siết chặt chính sách nới lỏng định lượng (QE) sớm hơn so với kỳ vọng trước đó.
Sức cầu đối với mặt hàng kim loại quý cũng khá thấp khi mà các quỹ lớn im lặng chờ tín hiệu từ Fed. Quỹ tín thác vàng thế giới SPDR Gold Trust đã không giao dịch trong 2 phiên vừa qua. Nhiều khả năng nhà đầu tư còn chờ đợi phản ứng của Fed sau cuộc họp tháng 6 này.",17/06/2021,57.0,08:40,"Giá vàng hôm nay ngày 17/6/2021: sắc đỏ bao trùm, vàng tụt dốc",decrease
56.7,"Giá vàng lúc 9h59 ngày 30/7/2020 tăng nhẹ so với chốt phiên hôm trước với mức tăng từ 100.000 đến 350.000 đồng/lượng, tiến đến sát mức đỉnh 58 triệu. Chênh lệch mua bán giao động từ 900.000 đến 1.270.000 đồng/lượng.
Giá vàng trong nước


Giá vàng SJC tăng 350.000/lượng chiều mua lên mức 56.650.000/lượng và tăng 200.000/lượng chiều bán lên mức 57.920.000/lượng. Mức chênh mua bán là 1.270.000/lượng. Vàng nhẫn SJC 0.5 chỉ giao dịch ở mức 53.950.000 - 55.050.000/lượng (mua vào - bán ra), tăng 200.000/lượng cả 2 chiều
Tại hệ thống Bảo Tín Minh Châu, giá vàng được điều chỉnh tăng 150.000/lượng cả 2 chiều lên mức 56.500.000/lượng mua vào và 57.600.000/lượng bán ra. Chênh lệch mua bán vẫn duy trì ở 1.100.000/lượng. Thương hiệu Vàng miếng của Vàng Rồng Thăng Long đang giao dịch ở 54.030.000/lượng mua vào và 55.130.000/lượng bán ra.
Giá vàng tại PNJ mua vào ở mức 56.600.000/lượng, bán ra ở mức 57.800.000/lượng, tăng 300.000/lượng chiều mua và 200.000/lượng chiều bán. Giá chênh mua bán là 1.200.000/lượng
Tập đoàn Phú Quý đang niêm yết giá vàng mua vào bán ra lần lượt là 56.500.000 và 57.700.000/lượng, tăng 100.000/lượng chiều mua và 250.000/lượng chiều bán. Giá chênh mua bán là 1.200.000/lượng
Tại DOJI, giá vàng mua vào ở mức 56.500.000/lượng (tăng 180.000/lượng), bán ra ở mức 57.400.000/lượng (giảm 150.000/lượng). Giá chênh mua bán là 900.000/lượng

Giá vàng thế giới


Giá vàng thế giới giao ngay hiện đang giao dịch ở mức 1966.42 USD/oz, giảm 3.94 USD/oz, tương đương 0.2%.
Giá vàng tương lai vẫn tiếp tục tăng 29.1 USD/oz, tương đương 1.49%, lên mức 1982.5 USD.

Giá vàng có phần chững lại và giảm trong bối cảnh cuộc họp ngày 28-29/7 của Fed đã đưa ra thông báo rằng mức lãi suất vẫn tiếp tục được giữ nguyên ở mức 0-0,25% và sự phục hồi của nền kinh tế Mỹ sẽ phụ thuộc đáng kể vào tình hình dịch bệnh Covid-19. Ngoài ra, theo một số các chuyên gia, giá vàng sẽ vẫn còn tăng do các căng thẳng giữa Mỹ-Trung vẫn đang leo thang. Điều này sẽ ảnh hưởng tiêu cực đến đồng USD.",30/07/2020,57.95,08:35,Giá vàng ngày 30/7/2020: tăng nhẹ tiến sát đỉnh 58 triệu,increase
66.15,"Kim loại quý đang được kích thích bởi nhà đầu tư săn lùng giá hời sau khi giá vàng chạm mức thấp nhất trong 9 tuần.
Thời điểm 8h45 sáng nay ngày 2/3 theo giờ Việt Nam, giá vàng thế giới đứng ở mức 1.835 USD/ounce, tăng 9 USD/ounce so với cùng giờ sáng qua. 
Giá vàng nối dài chuỗi ngày tăng liên tiếp nhờ sự suy yếu của đồng USD. Sáng nay, chỉ số US Dollar Index đo lường biến động đồng bạc xanh so với 6 đồng tiền chủ chốt khác đã giảm 0,44% xuống gần 104 điểm.
Kim loại quý đang được kích thích bởi nhà đầu tư săn lùng giá hời sau khi giá vàng chạm mức thấp nhất trong 9 tuần. Bên cạnh đó, chỉ số niềm tin của người tiêu dùng Mỹ lạc quan được công bố cũng là chất xúc tác giúp vàng phục hồi lên mức giá cao hơn.
Ông Thorsten Polleit, nhà kinh tế trưởng tại Degussa nhận định: ""Việc các ngân hàng trung ương mạnh tay tăng lãi suất có tác động tiêu cực đối với vàng. Lãi suất cao làm tăng chi phí cơ hội để nắm giữ vàng, làm giảm nhu cầu và kéo theo đó là giá cả giảm.
Tuy nhiên, các ngân hàng trung ương đã tăng lãi suất quá nhiều, gây tổn hại cho chu kỳ kinh tế và thị trường tài chính đến mức việc thắt chặt chính sách tiền tệ của họ sẽ cần phải chấm dứt và được đảo ngược vào cuối năm nay"".
Vị chuyên gia này cũng cho rằng, hiện tại là lúc vàng có thể tăng cao hơn. ""Tôi dự báo giá vàng trung bình là 2.000 USD trong năm nay với tiềm năng tăng giá lên tới 2.200 USD/ounce"", ông nói.
Sau khi kết thúc năm 2022 với giá đi ngang, các nhà phân tích vẫn coi vàng là một công cụ phòng ngừa lạm phát tốt. James Steel, nhà phân tích kim loại quý tại HSBC lưu ý, điều quan trọng là hiểu cách vàng giao dịch liên quan đến dữ liệu lạm phát.


Ở thị trường trong nước, mở cửa phiên giao dịch sáng nay, Công ty Vàng bạc đá quý Sài Gòn niêm yết giá vàng SJC mua vào bán ra ở mức 66,2 - 66,92 triệu đồng/lượng, giảm 50.000 đồng/lượng so với chốt phiên hôm qua.
Vàng Doji TP.HCM niêm yết giá vàng ở mức 66,2 - 66,9 triệu đồng/lượng, chưa đổi so với chốt phiên gần nhất.
Phú Quý SJC niêm yết giá vàng ở mức 66,3 - 67 triệu đồng/lượng, tăng 50.000 đồng/lượng so với chốt phiên liền trước.

Mở đầu tháng mới, giá vàng tiếp đà phục hồi nhẹ sau khi giảm mạnh và liên tục đi xuống trong tháng 2.",02/03/2023,66.85,12:37,Giá vàng hôm nay 2/3: Nối dài chuỗi phiên tăng liên tiếp,increase
66.8,"Các chuyên gia cho rằng, vàng khó có thể tìm được lực kéo trong môi trường hiện tại.
Thời điểm 8h45 sáng nay ngày 12/8 theo giờ Việt Nam, giá vàng thế giới đứng ở mức 1.913 USD/ounce, giảm nhẹ 2 USD/ounce so với cùng giờ sáng qua.
Trong phiên giao dịch cuối tuần, thị trường vàng đón nhận 1 loạt các báo cáo quan trọng. 
Chỉ số giá tiêu dùng (CPI) tháng 7 của Mỹ tăng 3,2% so với cùng kỳ năm ngoái, thấp hơn một chút so với dự báo 3,3% của các chuyên gia. CPI được ghi nhận tăng 3% trong báo cáo tháng 6.
Trong khi đó, báo cáo về số lượng đơn xin trợ cấp thất nghiệp hàng tuần của Mỹ cao hơn một chút so với kỳ vọng. Mặc dù cả hai báo cáo đều nghiêng về những người ủng hộ Cục Dự trữ Liên bang Mỹ (Fed) sẽ nới lỏng chính sách tiền tệ nhưng dường như chưa đủ để đảo chiều cho vàng. Các dữ liệu không thể cung cấp nhiều lực kéo cho kim loại quý này trong bối cảnh đồng USD tiếp tục tăng cao. 
Các chuyên gia cho rằng, vàng khó có thể tìm được lực kéo trong môi trường hiện tại. Tuy nhiên, các nhà phân tích cho rằng, nhu cầu của các ngân hàng trung ương với vàng vẫn rất tốt và sẽ không biến mất một sớm một chiều. Điều này sẽ kìm hãm đà rớt giá của vàng trong môi trường khó khăn hiện tại. 


Hội đồng Vàng Thế giới (WGC) đánh giá, mặc dù đang vật lộn tìm động lực tăng mới nhưng thị trường vàng vẫn ở trạng thái khá tốt. Trong báo cáo mới đây, WGC lưu ý rằng, nhu cầu vật chất lành mạnh đã đẩy giá vàng trung bình hàng quý lên mức cao nhất trong quý thứ hai.
Các chuyên gia cho rằng, sự quan tâm đối với vàng vẫn mạnh, nhưng thị trường tiếp tục thiếu chất xúc tác để bật lên khỏi mức 2.000 USD/ounce.
Rào cản lớn nhất đối với giá vàng vẫn là lập trường ""diều hâu"" của Fed. Bất chấp các mối đe dọa ngày càng tăng đối với nền kinh tế Mỹ, nhưng Fed vẫn chưa có câu trả lời dứt khoát về thời điểm kết thúc chu kỳ thắt chặt của mình. Cũng chính vì thế, các chuyên gia nhận định, vàng vẫn sẽ mắc kẹt cho đến khi bức tranh kinh tế trở nên rõ ràng hơn.
Ở thị trường trong nước, mở cửa phiên giao dịch sáng nay, Công ty Vàng bạc đá quý Sài Gòn niêm yết giá vàng SJC mua vào bán ra ở mức 66,8 - 67,52 triệu đồng/lượng, giảm 100.000 đồng/lượng chiều mua vào so với chốt phiên hôm qua.
Vàng Doji HN niêm yết giá vàng ở mức 66,8 - 67,5 triệu đồng/lượng, giữ nguyên so với chốt phiên gần nhất. 
Vàng PNJ niêm yết giá vàng SJC ở mức 66,75 - 67,3 triệu đồng/lượng, tương đương so với phiên liền trước.

Sáng nay, chỉ số US Dollar Index tăng đã tiếp tục lấy đi sức hấp dẫn của vàng với người mua nắm giữ các loại tiền tệ khác.",12/08/2023,67.5,08:35,"Giá vàng hôm nay 12/8: Chưa tìm được động lực tăng, vàng tiếp tục suy giảm",decrease
49.35,"Sau phiên giảm ngày hôm qua, giá vàng ngày 3/7/2020 tăng trở lại từ 50.000 đến 250.000 đồng/lượng. Chênh lệch mua bán từ 200.000 đến 390.000 đồng/lượng.
Giá vàng trong nước


Giá vàng tại công ty VBĐQ Sài Gòn niêm yết mua vào bán ra 49.350.000 và 49.740.000/lượng, tăng 90.000/lượng chiều mua và 80.000/lượng chiều bán. Mức chênh mua bán 390.000/lượng
Giá vàng tại BTMC mua vào ở mức 49.460.000/lượng và bán ra ở mức 49.660.000/lượng, tăng 80.000/lượng chiều mua và 110.000/lượng chiều bán. Chênh lệch mua vào bán ra 200.000/lượng
Tại PNJ, giá vàng mua vào tăng 200.000/lượng lên mức 49.400.000/lượng, bán ra tăng 250.000/lượng lên mức 49.750.000/lượng. Chênh lệch 350.000/lượng
Giá vàng Phú Quý giao dịch tại mức 49.450.000/lượng mua vào (tăng 200.000/lượng) và 49.680.000/lượng bán ra (tăng 130.000/lượng). Chênh lệch mua bán là 230.000/lượng
Giá vàng DOJI mua vào - bán ra 49.450.000 - 49.650.000/lượng, tăng 50.000/lượng chiều mua và 100.000/lượng chiều bán. Chênh lệch mua bán là 200.000/lượng

Giá vàng thế giới

Chốt phiên giao dịch tại thị trường NY, giá vàng giao ngay tăng lên mốc 1.775,50 USD/oz, tăng 4,20 USD/oz, tương đương 0,24%.
Vàng tăng do đồng USD giảm và được dự báo sẽ suy yếu trong năm tới do sự sụt giảm trong nhu cầu đối với đồng tiền này và triển vọng không mấy sáng sửa của nền kinh tế Mỹ. Trong tháng 6, đồng USD đã giảm 1% so với các đồng tiền mạnh khác.",03/07/2020,49.72,14:00,Giá vàng ngày 3/7/2020: bật tăng trở lại,increase
56.6,"Giá vàng hôm nay ngày 01/10/2021 giảm từ 100.000 đến tăng 350.000/lượng. Biên độ chênh lệch mua vào bán ra từ 530.000 đến 950.000 đồng/lượng.
Giá vàng trong nước


Giá vàng SJC mua vào bán ra lần lượt là 56.600.000/lượng và 57.220.000/lượng, tăng 350.000/lượng cả 2 chiều. Mức chênh lệch mua bán 620.000/lượng
Tại Bảo Tín Minh Châu, giá vàng mua vào 57.070.000/lượng và bán ra 57.600.000/lượng. Giá chênh lệch mua bán là 530.000/lượng
Tại PNJ, giá vàng giao dịch ở 56.500.000/lượng mua vào (giảm 100.000/lượng) và 57.300.000/lượng bán ra, giảm 200.000/lượng. Mức chênh mua vào bán ra 800.000/lượng
Giá vàng tại Phú Quý giao dịch ở mức 57.050.000/lượng mua vào và 57.650.000/lượng bán ra, tăng 50.000/lượng chiều mua và 150.000/lượng chiều bán. Mức chênh lệch mua vào bán ra là 600.000/lượng
Giá vàng tại DOJI mua vào bán ra lần lượt là 56.600.000/lượng và 57.550.000/lượng, tăng 50.000/lượng cả 2 chiều. Mức chênh lệch mua bán là 950.000/lượng.

Giá vàng thế giới



Giá vàng thế giới giao ngay ở mức 1754.40 USD/oz, giảm 0.12%, tương đương 2.1 USD
Giá vàng thế giới tương lai giao dịch ở mức 1755.1 USD/oz, giảm 1.9 USD/oz, tương đương 0.11%

Giá vàng thế giới đêm 30/9 thấp hơn khoảng 7,8% (147 USD/ounce) so với đầu năm 2021. Vàng thế giới quy đổi theo giá USD ngân hàng có giá 49,5 triệu đồng/lượng, chưa tính thuế và phí, thấp hơn khoảng 7,6 triệu đồng/lượng so với giá vàng trong nước tính tới cuối giờ chiều phiên 29/9.
Giá vàng trên thị trường quốc tế tăng bật trở lại từ đáy 6 tuần sau khi sức cầu bắt đáy khiến cho nhiều người bán khống buộc phải mua vào để tránh thua lỗ nặng.
Tuy nhiên, một đồng USD tăng mạnh gần đây và hiện đang ở mức cao nhất trong 12 tháng đã khiến vàng không thể bứt phá mạnh như kỳ vọng của nhiều người sau cú lao dốc trước đó.",01/10/2021,57.2,08:35,Giá vàng hôm nay ngày 1/10/2021: vàng quay đầu tăng mạnh mẽ,increase
